,O,Location,Person,MilitaryPlatform,Organisation,Weapon,Temporal,Money
operates,2.0,,,,,,,
weeklong,2.0,,,,,,,
five-day,1.0,,,,,,,
Khunjar,2.0,,,,,,,
Hadd,2.0,,,,,,,
crewmembers,1.0,,,,,,,
“Training,1.0,,,,,,,
incredible,1.0,,,,,,,
invaluable,1.0,,,,,,,
divers,1.0,,,,,,,
doubt,1.0,,,,,,,
objectives.”,1.0,,,,,,,
Omani,2.0,,,,,,,
cooperation.,1.0,,,,,,,
traveled,2.0,,,,,,,
observe,1.0,,,,,,,
ship’s,1.0,,,,,,,
1144,1.0,,,1.0,,,,
"1,964",1.0,,,,,,,
departed,2.0,,,,,,,
we’ve,1.0,,,,,,,
sea.,1.0,,,,,,,
it.”,1.0,,,,,,,
580,2.0,,,,,,,
contingent,2.0,,,,,,,
transits,2.0,,,,,,,
non-state,2.0,,,,,,,
Medical,1.0,1.0,,,,,,
Exchange,1.0,,,,,,,
MSCE,5.0,,,,,,,
relationships.,1.0,,,,,,,
event’s,1.0,,,,,,,
“Partnership,1.0,,,,,,,
Enhance,1.0,,,,,,,
Medicine.”,1.0,,,,,,,
bi-annual,1.0,,,,,,,
medical,8.0,,,,,,,
professionals,2.0,,,,,,,
challenges.,2.0,,,,,,,
Approach.,1.0,,,,,,,
lasting,1.0,,,,,,,
identification,1.0,,,,,,,
innovate,1.0,,,,,,,
pursued,1.0,,,,,,,
organizations,3.0,,,,,,,
methodologies,1.0,,,,,,,
informal,1.0,,,,,,,
Attendees,1.0,,,,,,,
toured,2.0,,,,,,,
simulation,1.0,,,,,,,
beneficial,1.0,,,,,,,
lectures,1.0,,,,,,,
benefited,1.0,,,,,,,
medicine,1.0,,,,,,,
healing,1.0,,,,,,,
wartime.”,1.0,,,,,,,
“Such,1.0,,,,,,,
explore,1.0,,,,,,,
possibilities,1.0,,,,,,,
Operating,1.0,,,,,,,
200,1.0,,,,,,,1.0
embody,1.0,,,,,,,
interdict,1.0,,,,,,,
remove,1.0,,,,,,,
denying,1.0,,,,,,,
destabilize,1.0,,,,,,,
crews.”,1.0,,,,,,,
Currently,1.0,,,,,,,
charcoal.,1.0,,,,,,,
coinciding,1.0,,,,,,,
ahead.”,1.0,,,,,,,
fell,1.0,,,,,,,
slated,1.0,,,,,,,
showcasing,1.0,,,,,,,
immersion,1.0,,,,,,,
380th,1.0,,,,2.0,,,
unfold,1.0,,,,,,,
beddown,1.0,,,,,,,
pilots,2.0,,,,,,,
adjust,1.0,,,,,,,
employ,1.0,,,,,,,
“Deployments,1.0,,,,,,,
they’ll,1.0,,,,,,,
environments.,1.0,,,,,,,
taxpayer,1.0,,,,,,,
wring,1.0,,,,,,,
ounce,1.0,,,,,,,
showing,1.0,,,,,,,
modernizes,1.0,,,,,,,
“With,1.0,,,,,,,
diameter,1.0,,,,,,,
eager,1.0,,,,,,,
platform’s,1.0,,,,,,,
stand-off,1.0,,,,,,,
whereas,1.0,,,,,,,
ranges,1.0,,,,,,,
single-digit,1.0,,,,,,,
prior,1.0,,,,,,,
detonation,1.0,,,,,,,
Late,1.0,,,,,,,
sharpened,1.0,,,,,,,
excellent,1.0,,,,,,,
operations”,1.0,,,,,,,
tandem,1.0,,,,,,,
competent,1.0,,,,,,,
region”,1.0,,,,,,,
steady-state,1.0,,,,,,,
Tri-Service,2.0,,,,,,,
Strategy.,1.0,,,,,,,
Published,1.0,,,,,,,
jointly,1.0,,,,,,,
Commandant,2.0,,,,,,,
outlines,1.0,,,,,,,
prerogatives,1.0,,,,,,,
“Joint,1.0,,,,,,,
delivers,1.0,,,,,,,
options,1.0,,,,,,,
theater”,1.0,,,,,,,
Altogether,1.0,,,,,,,
threats”,1.0,,,,,,,
culminated,1.0,,,,,,,
conjunction,1.0,,,,,,,
high-value,1.0,,,,,,,
intruder,1.0,,,,,,,
VBSS,1.0,,,,,,,
JTF-C,1.0,,,,,,,
responds,1.0,,,,,,,
crises,1.0,,,,,,,
coordinates,1.0,,,,,,,
executes,1.0,,,,,,,
6:20,1.0,,,,,,,
Niovi,1.0,,,,,,,
fast-attack,1.0,,,,,,,
swarmed,1.0,,,,,,,
strait.,1.0,,,,,,,
Advantage,2.0,,,,,,,
Sweet,2.0,,,,,,,
transited,1.0,,,,,,,
stability.,1.0,,,,,,,
interference,1.0,,,,,,,
Qatari,3.0,,,,3.0,,,
“Strengthening,1.0,,,,,,,
co-located,1.0,,,,,,,
heels,1.0,,,,,,,
daylong,1.0,,,,,,,
engagements.,1.0,,,,,,,
commemorating,1.0,,,,,,,
camaraderie,1.0,,,,,,,
Adjutant,1.0,,,,,,,
“Each,1.0,,,,,,,
nation’s,1.0,,,,,,,
Tajik,3.0,,,,,,,
expand,1.0,,,,,,,
contributions,1.0,,,,,,,
executing,1.0,,,,,,,
bi-lateral,1.0,,,,,,,
multi-lateral,1.0,,,,,,,
Professional,1.0,,,,,,,
qualification,1.0,,,,,,,
liked,2.0,,,,,,,
translator.,1.0,,,,,,,
they’re,1.0,,,,,,,
shooting,1.0,,,,,,,
fun.,1.0,,,,,,,
Zeroing,1.0,,,,,,,
for.”,1.0,,,,,,,
certificates,1.0,,,,,,,
translator,1.0,,,,,,,
completion,1.0,,,,,,,
individually,1.0,,,,,,,
free.,1.0,,,,,,,
glad,1.0,,,,,,,
Read,1.0,,,,,,,
https,1.0,,,,,,,
ngpa.us,1.0,,,,,,,
24494,1.0,,,,,,,
1:15,1.0,,,,,,,
p.m.,1.0,,,,,,,
1ocal,1.0,,,,,,,
distress,1.0,,,,,,,
seizure.,1.0,,,,,,,
Ukraine,,198.0,2.0,2.0,11.0,,,
Russia,,89.0,,1.0,2.0,,,
Zaporizhzhia,,10.0,,,,,,
Bakhmut,,4.0,,,,,,
River,,4.0,,,,,,
Danube,,4.0,,,,,,
Robotyne,,9.0,,,,,,
south-east,,3.0,,,,,,
US-based,,1.0,,,1.0,,,
Study,,1.0,,,4.0,,,
Verbove.,,1.0,,,,,,
Rostov-on-Don,,2.0,,,,,,
Crimea,,11.0,,,,,,
Sea,,23.0,,,5.0,,,
Azov,,3.0,,,,,,
Ministry,,1.0,1.0,,4.0,,,
Klishchiivka,,1.0,,,,,,
Andriivka,,1.0,,,,,,
Crimean,,3.0,,,,,,
Sevastopol,,1.0,,,,,,
Black,,7.0,,,5.0,,,
France,,6.0,,,,,,
Kyiv,,31.0,,,2.0,,,
Odesa,,2.0,,,,,,
Chornomorsk,,1.0,,,,,,
Turkey,,24.0,1.0,,,,,
Izmail,,2.0,,,,,,
Reni,,1.0,,,,,,
Danube.,,1.0,,,,,,
Romanian,,2.0,,,,,,
seaports,,1.0,,,,,,
Sulina,,1.0,,,,,,
Constanta,,1.0,,,,,,
Romania,,3.0,,,,,,
suburbs,,1.0,,,,,,
Kharkiv,,16.0,1.0,,3.0,,,
Kherson,,3.0,,1.0,,,,
Mariupol,,1.0,,,,,,
Afghanistan,,3.0,,,,,,
Poland,,13.0,,,,,,
Ukraine.,,11.0,,,,,,
Florida,,2.0,1.0,,,,,
Britain,,1.0,,,1.0,,,
Wilson,,1.0,1.0,,,,,
Southern,,1.0,,,,,,
Verbove,,5.0,,,,,,
battlefront,,1.0,,,,,,
War.,,1.0,,,,,,
Tokmak,,4.0,,,,,,
Russia.,,1.0,,,,,,
White,,1.0,1.0,,4.0,,,
Washington,,4.0,,,,,,
Washington-based,,1.0,,,,,,
Peninsula,,1.0,,,,,,
Dnipro,,3.0,,,,,,
Kerch,,1.0,,,,,,
Bridge,,1.0,,,1.0,,,
M-14,,2.0,,,,,,
highway,,1.0,,,,,,
United,,42.0,,,7.0,,,
Atlantic,,1.0,,,,,,
Slovakia,,3.0,,,,,,
anti-Kyiv,,1.0,,,,,,
Hungary,,2.0,,,,,,
James,,1.0,4.0,,,,,
Africa,,8.0,,,,,,
Asia,,3.0,,,2.0,,,
Latin,,1.0,,,,,,
America,,1.0,,,,,,
north-eastern,,3.0,,,,,,
Donbas,,3.0,,,,,,
Horlivka.,,1.0,,,,,,
western,,1.0,,,,,,
East,,18.0,,,,,,
Germany,,6.0,,,4.0,,,
Lviv,,3.0,,,,,,
Yavoriv,,2.0,,,,,,
Vietnam,,2.0,,,,,,
Bakhmut.,,1.0,,,,,,
U.S.,,14.0,3.0,8.0,193.0,,,
AFB,,1.0,,,,,,
Utah,,1.0,,,,,,
Navy,,5.0,1.0,5.0,38.0,,,
Strait,,15.0,,,,,,
Hormuz,,12.0,,,,,,
Syria.,,4.0,,,,,,
Bahrain,,24.0,,1.0,3.0,,,
Al,,3.0,1.0,4.0,,,,
Arabian,,14.0,,,,,,
Gulf,,34.0,,,,,,
rendezvoused,,1.0,,,,,,
Manama,,2.0,,,,,,
Oman,,19.0,,,2.0,,,
Red,,10.0,,,7.0,,,
Indian,,11.0,2.0,,,,,
Ocean,,11.0,,,,,,
Suez,,6.0,,,,,,
Canal,,6.0,,,,,,
Bab,,7.0,,,,,,
al-Mandeb,,4.0,,,,,,
Aden,,3.0,,,,,,
5th,,2.0,,,36.0,,,
Middle,,22.0,,,,,,
ZARQA,,1.0,,,,,,
Jordan,,16.0,3.0,,,,,
Center,,3.0,,,2.0,,,
Zarqa,,1.0,,,,,,
CENTCOM,,1.0,,,14.0,,,
McCrady,,1.0,,,,,,
France’s,,1.0,,,,,,
Bahrain.,,2.0,,,,,,
TAMPA,,1.0,,,,,,
Fla.,,1.0,,,,,,
Mohamed,,1.0,1.0,,,,,
Naguib,,1.0,,,,,,
Base,,5.0,,,,,,
Alexandria,,1.0,,,,,,
Egypt.,,1.0,,,,,,
Egyptian,,1.0,,,3.0,,,
soil,,1.0,,,,,,
Cameroon,,1.0,,,,,,
Cyprus,,1.0,,,,,,
Greece,,2.0,,,,,,
India,,6.0,,,,,,
Italy,,2.0,,,,,,
Kuwait,,4.0,,,,,,
Malawi,,2.0,,,,,,
Pakistan,,4.0,,,,,,
Qatar,,4.0,,,1.0,,,
Kingdom,,10.0,,,3.0,,,
Saudi,,3.0,,,1.0,,,
Arabia,,3.0,,,,,,
Kingdom.,,2.0,,,,,,
Australia,,9.0,,,,,,
Brazil,,3.0,,,,,,
Congo,,1.0,,,,,,
Japan,,8.0,,,,,,
Nigeria,,1.0,,,,,,
Rwanda,,1.0,,,,,,
Sudan,,1.0,,,,,,
Tanzania,,1.0,,,,,,
Tunisia,,1.0,,,,,,
Uganda,,1.0,,,,,,
Arab,,9.0,,,,,,
Emirates.,,1.0,,,,,,
Egypt,,1.0,,,,,,
States.,,2.0,,,,,,
African,,3.0,,,,,,
continent,,1.0,,,,,,
Israel’s,,1.0,1.0,,,,,
aboard,,1.0,,,,,,
Activity,,1.0,,,,,,
Israel,,3.0,,,2.0,,,
Aqaba,,4.0,,,,,,
Aden.,,1.0,,,,,,
Haifa,,1.0,,,,,,
Israel.,,1.0,,,,,,
al,,3.0,,,,,,
Mandeb,,3.0,,,,,,
Hashemite,,1.0,,,,,,
Seychelles,,2.0,,,,,,
“Jordan,,2.0,,,,,,
East.”,,1.0,,,,,,
East.,,6.0,,,,,,
Jordan’s,,1.0,,,,,,
Albania,,5.0,,,,,,
Estonia,,1.0,,,,,,
Latvia,,1.0,,,,,,
Lithuania,,1.0,,,,,,
Emirates,,8.0,,,,,,
Southwest,,1.0,,,2.0,,,
HELENA,,1.0,,,,,,
Mont.,,1.0,,,,,,
Kazakhstan,,2.0,,,,,,
Kyrgyzstan,,2.0,,,,,,
Mongolia,,2.0,,,,,,
Tajikistan,,11.0,1.0,,3.0,,,
Uzbekistan,,2.0,,,,,,
Turkmenistan,,1.0,,,,,,
Helena,,2.0,,,,,,
Montana.,,2.0,,,,,,
Montana,,3.0,,,1.0,,,
Virginia,,3.0,,,7.0,,,
Beach,,1.0,,,,,,
Tempe,,1.0,,,,,,
Arizona.,,1.0,,,,,,
Arizona,,2.0,,,,,,
Massachusetts,,1.0,,,1.0,,,
Mississippi,,2.0,,,,,,
Philippine,,1.0,,,4.0,,,
Korea,,1.0,,1.0,2.0,,,
Horn,,2.0,,,,,,
Africa.,,2.0,,,,,,
Philippines,,3.0,,,,,,
Spain,,7.0,1.0,,,,,
Singapore,,1.0,,,,,,
Thailand,,1.0,,,,,,
Turkiye,,2.0,,,,,,
Valdai,,4.0,,,,,,
Sochi,,3.0,,,,,,
States”,,1.0,,,,,,
Russia’s,,4.0,,,1.0,,,
China,,21.0,,,1.0,,,
swaths,,1.0,,,,,,
regions,,1.0,,,,,,
Discussion,,1.0,,,,,,
Club,,1.0,,,,,,
forum,,1.0,,,,,,
Ukraine’s,,3.0,1.0,,,,,
NATO,,1.0,1.0,,22.0,,,
Kupiansk,,4.0,,,,,,
Hroza,,15.0,,,,,,
Kramatorsk,,2.0,,,,,,
Hrova,,1.0,,,,,,
Pervomaiske,,1.0,,,,,,
frontlines,,1.0,,,,,,
Oskil,,2.0,,,,,,
Granada,,2.0,,,,,,
“Russia,,1.0,,,,,,
Europe’s,,2.0,,,,,,
Louisiana,,2.0,,,,,,
Ohio,,1.0,,,,,,
Oklahoma,,1.0,,,,,,
Room,,1.0,,,,,,
Wisconsin,,1.0,,,,,,
York,,1.0,,,,,,
district,,1.0,,,,,,
Russia-Ukraine,,2.0,,,,,,
Zaporizhia,,1.0,,,,,,
Oblast,,1.0,,,,,,
border.,,1.0,,,,,,
Avdiivka,,14.0,,,,,,
Donetsk,,3.0,,,,,,
Avdiivka.,,1.0,,,,,,
Berdyche,,1.0,,,,,,
Stepove,,1.0,,,,,,
Tonenke,,1.0,,,,,,
Severne,,1.0,,,,,,
Stepove.,,1.0,,,,,,
Ukrainian-controlled,,1.0,,,,,,
territories,,1.0,,,,,,
Kupyansk,,1.0,,,,,,
Lyman,,1.0,,,,,,
Europe,,3.0,,,,,,
Belarus,,1.0,,,,,,
Warsaw,,1.0,,,,,,
Bulgaria,,3.0,,,,,,
Burundi,,1.0,,,,,,
Ivory,,1.0,,,,,,
Cuba,,1.0,,,,,,
Dominican,,1.0,,,,,,
Ghana,,1.0,,,,,,
Indonesia,,2.0,,,,,,
Netherlands,,1.0,,,,,,
Kakhovka,,3.0,,,,,,
Svitlana,,2.0,2.0,,,,,
Afanasiivka,,1.0,,,,,,
meadow,,1.0,,,,,,
Vadym,,1.0,5.0,,,,,
Pavlo-Marianivka,,1.0,,,,,,
Centre.,,1.0,,,,,,
Dnipropetrovsk,,1.0,,,,,,
Canada,,13.0,,,2.0,,,
Canada.,,1.0,,,,,,
Rota,,2.0,1.0,,,,,
Shukhevych,,1.0,5.0,,,,,
Youth,,1.0,,,1.0,,,
Association,,1.0,,,,,,
Edmonton.,,2.0,,,,,,
Oakville,,1.0,,,,,,
Ontario,,1.0,,,,,,
Edmonton,,3.0,,,,,,
Alberta.,,2.0,,,,,,
University,,2.0,,,,,,
Georgia,,2.0,1.0,,,,,
Kyiv.,,1.0,,,,,,
Brussels,,7.0,,,,,,
Belgium,,2.0,,,1.0,,,
Host,,1.0,,,,,,
Nation,,1.0,,,,,,
Belgium´s,,1.0,,,,,,
Sahel,,5.0,,,,,,
Ulm,,1.0,,,,,,
Larissa,,1.0,,,,,,
Spain.,,1.0,,,,,,
Torrejón,,1.0,,,,,,
Europe.,,1.0,,,,,,
Madrid,,1.0,,,,,,
Seville.,,1.0,,,,,,
Bosnia,,1.0,,,,,,
Herzegovina.,,1.0,,,,,,
Balkans,,4.0,,,,,,
Kosovo,,2.0,,,1.0,,,
Lisbon,,1.0,,,,,,
Somalia’s,,2.0,,,,,,
Somalia,,4.0,,,,,,
Sweden,,1.0,,,,,,
Stockholm,,1.0,,,1.0,,,
Mali,,2.0,,,,,,
Republic.,,1.0,,,,,,
Somalian,,1.0,,,,,,
areas.,,1.0,,,,,,
Somalia.,,1.0,,,,,,
Niger,,1.0,,,,,,
Berlin,,1.0,,,,,,
Libya,,4.0,,,,,,
Libya.,,1.0,,,,,,
zones,,1.0,,,,,,
surfaces,,2.0,,,,,,
fixed,,2.0,,,,,,
Hemel,,2.0,,,,,,
Hempstead,,2.0,,,,,,
Faslane,,3.0,,,,,,
Scotland,,1.0,,,,,,
Pearl,,1.0,,,,,,
Harbor,,1.0,,,,,,
Shipyard,,1.0,,,,,,
Indo-Pacific,,9.0,,,,,,
Krakow,,2.0,,,,,,
Austin,,1.0,11.0,,,,,
Syria,,10.0,,,,,,
Türkiye,,2.0,,,,,,
Iraq.,,1.0,,,,,,
Hasakah,,5.0,,,,,,
ROZ,,3.0,,,,,,
Northern,,4.0,,,,,,
Türkey,,1.0,,,,,,
Northeast,,1.0,,,,,,
Turkey.,,1.0,,,,,,
Iraq,,3.0,,,,,,
northern,,1.0,,,,,,
Yemen,,1.0,,,,,,
Iran,,7.0,,,1.0,,,
China’s,,1.0,,,,,,
U.S.-restricted,,2.0,,,,,,
Beijing,,2.0,,,,,,
Territory,,1.0,,,,,,
Papua,,2.0,,,,,,
Guinea,,2.0,,,,,,
Persian,,2.0,,,,,,
Djibouti,,1.0,,,,,,
entrance,,1.0,,,,,,
Sea.,,1.0,,,,,,
Dhafra,,2.0,,,,,,
ABU,,1.0,,,,,,
DHABI,,1.0,,,,,,
Tampa.,,1.0,,,,,,
Tampa.These,,1.0,,,,,,
Udeid,,1.0,,,,,,
AUAB,,3.0,,,,,,
Iran’s,,5.0,,,1.0,,,
“Iran’s,,1.0,,,,,,
Oman-led,,3.0,,,,,,
Oman’s,,2.0,,,1.0,,,
Chah,,2.0,,,,,,
Bahar,,2.0,,,,,,
Iran.,,1.0,,,,,,
Florida’s,,1.0,,,,,,
Advanced,,1.0,,,,,,
Learning,,1.0,,,,,,
Simulation,,1.0,,,,,,
CAMLS,,2.0,,,,,,
H.,,1.0,,,,,,
Haley,,1.0,,,,,,
VA,,1.0,,,,,,
Hospital.,,1.0,,,,,,
“Oman,,1.0,,,,,,
Oman.,,2.0,,,,,,
Boneyard,,1.0,,,,,,
Bahrain-based,,2.0,,,,,,
Gulf.,,1.0,,,,,,
Panama-flagged,,1.0,,,,,,
Dubai,,1.0,,,,,,
Fujairah,,1.0,,,,,,
Bandar,,1.0,,,,,,
‘Abbas,,1.0,,,,,,
Marshall,,2.0,,,,,,
Islands-flagged,,2.0,,,,,,
Qatar’s,,1.0,,,,,,
Doha,,1.0,,,,,,
RICHMOND,,1.0,,,,,,
Va.,,1.0,,,,,,
Dushanbe,,1.0,,,,,,
Virginia.,,1.0,,,,,,
Fort,,1.0,,,1.0,,,
Barfoot,,1.0,,,,,,
Tajikistan.”,,1.0,,,,,,
Moscow,,,1.0,,13.0,,,
Frank,,,1.0,,,,,
Gardner,,,1.0,,,,,
UK,,,1.0,2.0,33.0,,,
Viktor,,,2.0,,,,,
Sokolov,,,1.0,,,,,
Army,,,1.0,4.0,10.0,,,
Denys,,,6.0,,,,,
Ihor,,,8.0,,,,,
Sgt,,,3.0,,,,,
Engstrom,,,2.0,,,,,
Ihor.,,,1.0,,,,,
Kevin,,,4.0,,,,,
Engstrom.,,,1.0,,,,,
Capt,,,2.0,,,,,
Chris,,,3.0,,,,,
Dr,,,1.0,,,,,
Marina,,,1.0,,,,,
Miron,,,1.0,,,,,
Kateryna,,,1.0,,,,,
Stepanenko,,,1.0,,,,,
Putin,,,24.0,,,,,
Illia,,,2.0,,,,,
Vitiuk,,,5.0,,,,,
Mr,,,23.0,,,,,
Anton,,,3.0,,,,,
Vitiuk.,,,2.0,,,,,
Yurii,,,7.0,,,,,
Shchyhol,,,2.0,,,,,
Victor,,,1.0,,,,,
Zhora,,,1.0,,,,,
Office,,,1.0,,2.0,,,
Statistics,,,1.0,,,,,
Yuriy,,,1.0,,,,,
Sak,,,2.0,,,,,
Brig,,,1.0,,,,,
Gen,,,10.0,,,,,
Oleksandr,,,1.0,,,,,
Tarnavskiy,,,1.0,,,,,
John,,,2.0,,,,,
Kirby,,,1.0,,,,,
Skala,,,2.0,,,,,
Serhiy,,,2.0,,,,,
Kuzan,,,4.0,,,,,
Biden,,,10.0,,,,,
Robert,,,2.0,2.0,,,,
Fico,,,1.0,,,,,
Orban,,,1.0,,,,,
EU,,,2.0,,61.0,,,
Andrzej,,,1.0,,,,,
Duda,,,1.0,,,,,
Prime,,,7.0,,,,,
Minister,,,24.0,,,,,
Mateusz,,,2.0,,,,,
Morawiecki,,,2.0,,,,,
Volodymyr,,,5.0,,,,,
Zelensky,,,11.0,,,,,
UN,,,1.0,1.0,10.0,,,
Vladimir,,,4.0,,,,,
Foreign,,,5.0,,,,,
Secretary,,,15.0,,1.0,,,
Cleverly,,,1.0,,,,,
ministers,,,1.0,,,,,
Josep,,,3.0,,,,,
Borrell,,,3.0,,,,,
Dmytro,,,3.0,,,,,
Kuleba,,,1.0,,,,,
Donald,,,3.0,,,,,
Trump,,,4.0,,,,,
Mayor,,,1.0,,,,,
Terekhov,,,4.0,,,,,
mayor,,,3.0,,,,,
Interior,,,3.0,,1.0,,,
Klymenko,,,3.0,,,,,
Jimmy,,,5.0,,,,,
brigade,,,1.0,2.0,1.0,,,
soldier,,,2.0,8.0,,,,
Hryb,,,4.0,,,,,
Grandpa,,,1.0,,,,,
Pavlo,,,1.0,,,,,
Pentagon,,,3.0,,5.0,,,
Natalia,,,3.0,,,,,
Nezhura,,,1.0,,,,,
Andrii,,,3.0,,,,,
Marine,,,1.0,,16.0,,,
Corps,,,1.0,,11.0,,,
Paul,,,1.0,1.0,,,,
Col.,,,6.0,,,,,
Jennifer,,,1.0,,,,,
Reed,,,2.0,,,,,
Andrew,,,2.0,,,,,
Eagan,,,1.0,,,,,
Reed.,,,1.0,,,,,
Task,,,1.0,2.0,23.0,,,
Yannick,,,1.0,,,,,
Bossu,,,1.0,,,,,
Cmdr,,,1.0,,,,,
Sharp,,,1.0,,,,,
Vice,,,8.0,,,,,
Adm.,,,10.0,,,,,
Brad,,,7.0,,,,,
Cooper,,,9.0,,,,,
Excellency,,,2.0,,,,,
Mr.,,,4.0,,,,,
Eli,,,1.0,,,,,
Cohen,,,2.0,,,,,
Eitan,,,1.0,,,,,
Na’eh,,,1.0,,,,,
Steven,,,2.0,,,,,
Bondy,,,1.0,,,,,
Cooper.,,,3.0,,,,,
minister’s,,,1.0,,,,,
Hisham,,,1.0,,,,,
Khaleel,,,1.0,,,,,
Al-Jarrah,,,1.0,,,,,
Commodore,,,1.0,,,,,
Peter,,,4.0,,,,,
Laughton,,,1.0,,,,,
Oliver,,,1.0,,1.0,,,
Herion,,,1.0,,1.0,,,
Guy,,,1.0,,,,,
Zero,,,2.0,,,,,
Tamir,,,1.0,,,,,
Udval,,,1.0,,,,,
Maj.,,,9.0,,,,,
Gen.,,,12.0,,,,,
Hronek,,,1.0,,,,,
adjutant,,,1.0,,,,,
Isaac,,,2.0,,,,,
Rivera,,,3.0,,,,,
Stephen,,,1.0,,,,,
Jung,,,1.0,,,,,
Brigadier,,,1.0,,,,,
Hamad,,,2.0,,,,,
Raza,,,1.0,,,,,
Fiorentino,,,1.0,,,,,
Admiral,,,4.0,,,,,
Ko,,,4.0,,,,,
Seung-bum,,,2.0,,,,,
Mateo,,,1.0,,,,,
Carido.,,,2.0,,,,,
Ko’s,,,1.0,,,,,
Carido,,,1.0,,,,,
Alexei,,,1.0,,,,,
Leonkov,,,1.0,,,,,
Cedric,,,1.0,,,,,
Leighton,,,1.0,,,,,
Putin’s,,,1.0,,,,,
Grigory,,,1.0,,,,,
SYSOYEV,,,2.0,,,,,
POOL,,,2.0,,,,,
AFP,,,2.0,,2.0,,,
GRIGORY,,,1.0,,,,,
6-year-old,,,2.0,,,,,
Oleh,,,2.0,,,,,
Synehubov,,,1.0,,,,,
interior,,,2.0,,,,,
Chubenko,,,5.0,,,,,
Rustem,,,1.0,,,,,
Umerov,,,1.0,,,,,
Ukranian,,,1.0,,,,,
Shmyhal,,,2.0,,,,,
UN’s,,,1.0,,,,,
Denise,,,1.0,,,,,
Brown,,,2.0,,,,,
Lou,,,1.0,,,,,
Robinson,,,1.0,,,,,
Sophie,,,1.0,,,,,
Tanno,,,1.0,,,,,
Tim,,,2.0,,,,,
Lister,,,2.0,,,,,
Byron,,,1.0,,,,,
Manley,,,1.0,,,,,
McCarthy,,,15.0,,,,,
McCarthy’s,,,6.0,,,,,
Majority,,,1.0,,,,,
Leader,,,1.0,,,,,
Steve,,,1.0,,,,,
Scalise,,,2.0,,,,,
Judiciary,,,1.0,,,,,
Jim,,,1.0,,,,,
Rep.,,,5.0,,,,,
Hern,,,1.0,,,,,
Matt,,,3.0,,,,,
Gaetz,,,3.0,,,,,
Democrat,,,1.0,,,,,
Nancy,,,2.0,,,,,
Pelosi,,,3.0,,,,,
Garret,,,1.0,,,,,
Graves,,,2.0,,,,,
Jake,,,1.0,,,,,
Tapper,,,1.0,,,,,
vice,,,1.0,,,,,
Boehner,,,1.0,,,,,
Ryan,,,2.0,,,,,
Mike,,,2.0,,,,,
Lawler,,,3.0,,,,,
Wolf,,,1.0,,,,,
Blitzer,,,1.0,,,,,
Trump.,,,1.0,,,,,
ex-president,,,1.0,,,,,
Kristen,,,1.0,,,,,
Holmes,,,1.0,,,,,
Manu,,,1.0,,,,,
Raju,,,2.0,,,,,
Affairs,,,1.0,,,,,
Michael,,,3.0,,,,,
McCaul,,,1.0,,,,,
Biden’s,,,1.0,,,,,
country’s,,,1.0,,,,,
Sergey,,,1.0,,,,,
Bolvinov,,,2.0,,,,,
Tsekhovsky,,,1.0,,,,,
Barabash,,,1.0,,,,,
Rajmund,,,2.0,,,,,
Andrzejczak,,,2.0,,,,,
Tomasz,,,1.0,,,,,
Piotrowski,,,3.0,,,,,
Col,,,2.0,,,,,
Joanna,,,1.0,,,,,
Klejszmit,,,1.0,,,,,
Mariusz,,,1.0,,,,,
Blaszczak,,,3.0,,,,,
Tusk,,,1.0,,,,,
Ferit,,,1.0,,,,,
Hoxha,,,1.0,,,,,
Vassily,,,1.0,,,,,
Nebenzia,,,1.0,,,,,
Kridiner,,,1.0,,,,,
Vasyl,,,1.0,,,,,
Sheremet,,,3.0,,,,,
Vadim.,,,1.0,,,,,
Ivan,,,3.0,,,,,
Vadim,,,1.0,,,,,
Erik,,,1.0,,,,,
Tollefsen,,,1.0,,,,,
Ivan.,,,1.0,,,,,
Killmilk,,,3.0,,,,,
Andriy.,,,1.0,,,,,
Lyubov,,,2.0,,,,,
Andriy,,,1.0,,,,,
Yaroslav,,,1.0,,,,,
Hunka,,,3.0,,,,,
Anthony,,,1.0,,,,,
Trudeau.,,,1.0,,,,,
Adolf,,,1.0,,,,,
Hitler,,,1.0,,,,,
Roman,,,2.0,,,,,
David,,,1.0,,,,,
Marples,,,5.0,,,,,
Prof,,,4.0,,,,,
Mostyn,,,3.0,,,,,
Taras,,,1.0,,,,,
Podilsky,,,2.0,,,,,
Joe,,,1.0,,,,,
congressman,,,1.0,,,,,
Marjorie,,,1.0,,,,,
Taylor-Green,,,1.0,,,,,
Senator,,,1.0,,,,,
Mark,,,1.0,,,,,
Warner,,,1.0,,,,,
Oleksi,,,1.0,,,,,
Goncharenko,,,1.0,,,,,
Syniehubov,,,1.0,,,,,
city’s,,,1.0,,,,,
Syniehubov.,,,1.0,,,,,
Bolvinov.,,,1.0,,,,,
Pedro,,,1.0,,,,,
Sánchez,,,1.0,,,,,
Chancellor,,,1.0,,,,,
Olaf,,,1.0,,,,,
Scholz,,,1.0,,,,,
Karine,,,1.0,,,,,
Jean-Pierre,,,1.0,,,,,
Maria,,,4.0,,,,,
Kostenko,,,1.0,,,,,
Sana,,,1.0,,,,,
Noor,,,1.0,,,,,
Haq,,,1.0,,,,,
Nikki,,,1.0,,,,,
Carvajal,,,1.0,,,,,
Brieger,,,7.0,,,,,
Michel,,,1.0,,,,,
Hofman,,,3.0,,,,,
Adm,,,2.0,,,,,
Lt,,,1.0,,,,,
