,Correct,Incorrect,Count,Label
pro-Russian,100.0,0.0,1,O
hacking,100.0,0.0,1,O
Killnet,100.0,0.0,5,Organisation
agrees,100.0,0.0,2,O
Red Cross,100.0,0.0,2,Organisation
Killmilk,100.0,0.0,3,Person
Telegram group,100.0,0.0,1,Organisation
invaded,100.0,0.0,1,O
"90,000",100.0,0.0,1,O
followers.,100.0,0.0,1,O
urinating,100.0,0.0,1,O
persistent,100.0,0.0,1,O
low-level,100.0,0.0,1,O
Killnet 's,100.0,0.0,1,Organisation
denied,100.0,0.0,2,O
UK 's National Cyber Security Centre,100.0,0.0,1,Organisation
UK,100.0,0.0,4,Organisation
rise,100.0,0.0,1,O
word,100.0,0.0,2,O
The IT Army of Ukraine,100.0,0.0,1,Organisation
ICRC 's,100.0,0.0,1,Organisation
"160,000",100.0,0.0,1,O
channel,100.0,0.0,1,O
Its,100.0,0.0,1,O
spokesman,100.0,0.0,2,O
follow,100.0,0.0,2,O
disadvantage,100.0,0.0,1,O
adversaries.,100.0,0.0,1,O
healthcare,100.0,0.0,3,O
reduction,100.0,0.0,1,O
restrict,100.0,0.0,1,O
hacktivist,100.0,0.0,1,O
patriotic,100.0,0.0,2,O
ethical,100.0,0.0,1,O
The ICRC,100.0,0.0,1,Organisation
free-for-all,100.0,0.0,1,O
accelerated,100.0,0.0,1,O
unprecedented,100.0,0.0,1,O
cyber-gangs,100.0,0.0,1,O
unusually,100.0,0.0,1,O
collection,100.0,0.0,3,O
the tiny village of Hroza,100.0,0.0,1,Location
driving,100.0,0.0,2,O
rural,100.0,0.0,1,O
expanse,100.0,0.0,1,O
jarring,100.0,0.0,1,O
sight,100.0,0.0,1,O
obvious,100.0,0.0,1,O
odour,100.0,0.0,1,O
burning,100.0,0.0,1,O
taints,100.0,0.0,1,O
corner,100.0,0.0,1,O
café,100.0,0.0,1,O
grocery,100.0,0.0,2,O
shop.,100.0,0.0,1,O
rebury,100.0,0.0,1,O
father,100.0,0.0,1,O
occupied territory,100.0,0.0,1,Location
49,100.0,0.0,1,O
gone,100.0,0.0,2,O
Hroza 's,100.0,0.0,1,Location
Every,100.0,0.0,1,O
the village in north-eastern Kharkiv region,100.0,0.0,1,Location
Blood,100.0,0.0,1,O
stains,100.0,0.0,1,O
soil.,100.0,0.0,1,O
Eerily,100.0,0.0,1,O
swings,100.0,0.0,1,O
slide,100.0,0.0,1,O
Symbols,100.0,0.0,1,O
innocence,100.0,0.0,1,O
desperate,100.0,0.0,1,O
backdrop,100.0,0.0,1,O
candles,100.0,0.0,1,O
tractor,100.0,0.0,1,O
tyre.,100.0,0.0,1,O
memorial,100.0,0.0,1,O
instant,100.0,0.0,1,O
yesterday.,100.0,0.0,2,Temporal
bumpy,100.0,0.0,1,O
imposing,100.0,0.0,1,O
frame,100.0,0.0,2,O
Andriy.,100.0,0.0,1,Person
Lyubov,100.0,0.0,1,Person
funeral,100.0,0.0,1,O
Andriy,100.0,0.0,1,Person
Lyubov 's,100.0,0.0,1,Person
police,100.0,0.0,4,O
DNA,100.0,0.0,1,O
sample,100.0,0.0,1,O
typically,100.0,0.0,1,O
spared,100.0,0.0,1,O
frequent,100.0,0.0,1,O
shelling,100.0,0.0,1,O
settlements,100.0,0.0,1,O
endure.,100.0,0.0,1,O
Ukraine 's defence ministry,100.0,0.0,1,Organisation
Canada 's parliament,100.0,0.0,1,Organisation
fought,100.0,0.0,9,O
Nazi Germany,100.0,0.0,3,Organisation
renewed,100.0,0.0,2,O
spotlight,100.0,0.0,1,O
controversial,100.0,0.0,2,O
memorialisation,100.0,0.0,1,O
Canada. Yaroslav Hunka,100.0,0.0,1,Person
applauded,100.0,0.0,1,O
parliament,100.0,0.0,2,O
Nazi,100.0,0.0,5,Organisation
14th Waffen Grenadier Division of the SS,100.0,0.0,1,Organisation
Galicia Division,100.0,0.0,4,Organisation
1943.,100.0,0.0,1,Temporal
Jewish,100.0,0.0,4,O
parliamentarians,100.0,0.0,1,O
alike.,100.0,0.0,1,O
MP Anthony Rota,100.0,0.0,1,Person
invited,100.0,0.0,1,O
Speaker,100.0,0.0,1,O
the House of Commons,100.0,0.0,1,Organisation
deeply,100.0,0.0,2,O
regretted,100.0,0.0,1,O
mistake,100.0,0.0,1,O
Praise,100.0,0.0,1,O
'embarrassing,100.0,0.0,1,O
Trudeau.,100.0,0.0,1,Person
WWII,100.0,0.0,5,O
sparked,100.0,0.0,1,O
debate,100.0,0.0,3,O
Canada,100.0,0.0,11,Location
diaspora,100.0,0.0,2,O
Several,100.0,0.0,1,O
monuments,100.0,0.0,7,O
dedicated,100.0,0.0,3,O
country.,100.0,0.0,4,O
denounced,100.0,0.0,1,O
dedications,100.0,0.0,1,O
allegiance,100.0,0.0,1,O
Adolf Hitler,100.0,0.0,1,Person
complicit,100.0,0.0,1,O
Nazi Germany 's,100.0,0.0,1,Organisation
crimes,100.0,0.0,3,O
themselves.,100.0,0.0,1,O
viewed,100.0,0.0,1,O
Nazis,100.0,0.0,3,Organisation
the Soviets,100.0,0.0,3,Organisation
quest,100.0,0.0,1,O
independent,100.0,0.0,2,O
Jews,100.0,0.0,2,O
1941,100.0,0.0,1,Temporal
1942.,100.0,0.0,1,Temporal
shot,100.0,0.0,3,O
Nazi Germans,100.0,0.0,1,Organisation
collaborators.,100.0,0.0,1,O
The Galicia Division,100.0,0.0,1,Organisation
committing,100.0,0.0,1,O
guilty,100.0,0.0,2,O
court,100.0,0.0,1,O
Canadian,100.0,0.0,2,O
Waffen-SS,100.0,0.0,1,Organisation
glorification,100.0,0.0,1,O
celebration,100.0,0.0,2,O
actively,100.0,0.0,1,O
participated,100.0,0.0,4,O
Holocaust,100.0,0.0,2,O
ImagesImage,100.0,0.0,1,O
sculpture,100.0,0.0,1,O
soldier Roman Shukhevych,100.0,0.0,1,Person
Ukrainian Youth Association in Edmonton.,100.0,0.0,1,Location
monument,100.0,0.0,1,O
sits,100.0,0.0,1,O
"Oakville , Ontario",100.0,0.0,1,Location
features,100.0,0.0,1,O
insignia,100.0,0.0,1,O
the Galicia Division.,100.0,0.0,3,Organisation
"Edmonton , Alberta.",100.0,0.0,1,Location
Edmonton,100.0,0.0,2,Location
depicts,100.0,0.0,1,O
bust,100.0,0.0,3,O
Roman Shukhevych,100.0,0.0,1,Person
nationalist,100.0,0.0,1,O
massacring,100.0,0.0,1,O
Poles.,100.0,0.0,1,O
Shukhevych 's,100.0,0.0,1,Person
1970s and 80s,100.0,0.0,1,Temporal
vandalised,100.0,0.0,1,O
"Nazi """,100.0,0.0,1,Organisation
Why,100.0,0.0,2,O
disagreement,100.0,0.0,1,O
make-up,100.0,0.0,1,O
Canada 's,100.0,0.0,2,Location
David Marples,100.0,0.0,1,Person
professor,100.0,0.0,1,O
the University of Alberta.,100.0,0.0,1,Location
millions,100.0,0.0,1,O
Soviet Red Army,100.0,0.0,1,Organisation
German,100.0,0.0,1,O
grant,100.0,0.0,1,O
Soviet,100.0,0.0,1,O
Prof Marples,100.0,0.0,4,Person
resented,100.0,0.0,1,O
Great,100.0,0.0,1,O
Famine,100.0,0.0,1,O
1932-33,100.0,0.0,1,Temporal
Holodomor,100.0,0.0,1,O
Far-right,100.0,0.0,1,O
ideologies,100.0,0.0,1,O
traction,100.0,0.0,1,O
European countries,100.0,0.0,1,Location
1930s,100.0,0.0,1,Temporal
exception,100.0,0.0,1,O
Following,100.0,0.0,3,O
the Galicia Division soldiers,100.0,0.0,1,MilitaryPlatform
entry,100.0,0.0,3,O
surrendering,100.0,0.0,1,O
Allied forces,100.0,0.0,1,Organisation
Canadians,100.0,0.0,2,O
descent,100.0,0.0,2,O
heroes,100.0,0.0,1,O
independence.,100.0,0.0,1,O
Shukhevych,100.0,0.0,2,Person
the Germans,100.0,0.0,1,Organisation
the Jewish community,100.0,0.0,2,Organisation
differently.,100.0,0.0,1,O
bottom,100.0,0.0,3,O
the 14th SS unit,100.0,0.0,1,Organisation
B'nai,100.0,0.0,2,O
Brith,100.0,0.0,2,O
Michael Mostyn,100.0,0.0,1,Person
commission,100.0,0.0,1,O
1985,100.0,0.0,1,Temporal
tasked,100.0,0.0,1,O
investigating,100.0,0.0,1,O
allegations,100.0,0.0,1,O
haven,100.0,0.0,1,O
criminals,100.0,0.0,1,O
the commission,100.0,0.0,1,Organisation
tying,100.0,0.0,1,O
crimes.,100.0,0.0,2,O
mere,100.0,0.0,1,O
membership,100.0,0.0,1,O
the Galicia Division,100.0,0.0,1,Organisation
insufficient,100.0,0.0,1,O
prosecution,100.0,0.0,2,O
findings,100.0,0.0,1,O
contested,100.0,0.0,1,O
Jewish groups,100.0,0.0,2,Organisation
historians,100.0,0.0,1,O
disinformation,100.0,0.0,1,O
historical,100.0,0.0,1,O
21st,100.0,0.0,1,O
complicated,100.0,0.0,2,O
propaganda,100.0,0.0,3,O
falsely,100.0,0.0,1,O
labelled,100.0,0.0,1,O
Ukrainian government,100.0,0.0,1,Organisation
exists,100.0,0.0,1,O
tries,100.0,0.0,1,O
elected,100.0,0.0,1,O
tied,100.0,0.0,1,O
greatly,100.0,0.0,1,O
simplified,100.0,0.0,1,O
narrative,100.0,0.0,1,O
Mr Hunka 's,100.0,0.0,2,Person
2017,100.0,0.0,1,Temporal
the Russian embassy,100.0,0.0,1,Organisation
existence,100.0,0.0,1,O
paying,100.0,0.0,1,O
tribute,100.0,0.0,1,O
Nazi collaborators,100.0,0.0,1,Organisation
Taras Podilsky,100.0,0.0,1,Person
the Ukrainian Youth Unity Complex,100.0,0.0,1,Organisation
houses,100.0,0.0,1,O
renunciation,100.0,0.0,1,O
effect,100.0,0.0,5,O
Mr Mostyn,100.0,0.0,2,Person
acknowledged,100.0,0.0,3,O
especially,100.0,0.0,3,O
diaspora.,100.0,0.0,1,O
Nazism,100.0,0.0,1,O
generations,100.0,0.0,2,O
celebrate,100.0,0.0,1,O
whitewash,100.0,0.0,1,O
broadly,100.0,0.0,3,O
scholars,100.0,0.0,1,O
downplaying,100.0,0.0,1,O
massacre,100.0,0.0,1,O
Jewish people,100.0,0.0,1,Organisation
Both,100.0,0.0,1,O
conversations,100.0,0.0,2,O
issue.,100.0,0.0,1,O
forward.,100.0,0.0,2,O
property,100.0,0.0,2,O
Mr Podilsky,100.0,0.0,1,Person
Shukhevych bust in Edmonton.,100.0,0.0,1,Location
wrongdoing,100.0,0.0,1,O
episode,100.0,0.0,1,O
Canada 's House of Commons,100.0,0.0,1,Organisation
Nazi perpetrators,100.0,0.0,1,Organisation
examination,100.0,0.0,1,O
history.,100.0,0.0,1,O
finally,100.0,0.0,1,O
Jewish community,100.0,0.0,1,Organisation
demanding,100.0,0.0,1,O
President Joe Biden,100.0,0.0,1,Person
continued,100.0,0.0,5,O
excluded,100.0,0.0,2,O
last-minute,100.0,0.0,2,O
congressional,100.0,0.0,1,O
temporary,100.0,0.0,1,O
measure,100.0,0.0,1,O
avert,100.0,0.0,1,O
£4.92bn,100.0,0.0,1,Money
White House,100.0,0.0,1,Organisation
Hardline,100.0,0.0,1,O
oppose,100.0,0.0,1,O
openly,100.0,0.0,1,O
opposing,100.0,0.0,1,O
Mr Biden 's,100.0,0.0,1,Person
Mr Biden,100.0,0.0,2,Person
circumstances,100.0,0.0,2,O
interrupted,100.0,0.0,1,O
'll,100.0,0.0,15,O
restoring,100.0,0.0,2,O
assure,100.0,0.0,1,O
American allies,100.0,0.0,1,Organisation
The US,100.0,0.0,2,Organisation
$ 46bn,100.0,0.0,1,Money
£37bn,100.0,0.0,1,Money
full,100.0,0.0,7,O
£19bn,100.0,0.0,1,Money
art,100.0,0.0,1,O
Abrams tanks.,100.0,0.0,1,MilitaryPlatform
Kyiv 's forces,100.0,0.0,1,Organisation
launch,100.0,0.0,9,O
US Congress,100.0,0.0,3,Organisation
dealRussian,100.0,0.0,1,O
'shows,100.0,0.0,1,O
alive'.,100.0,0.0,1,O
How,100.0,0.0,4,O
grappling,100.0,0.0,1,O
fatigue.,100.0,0.0,2,O
Saturday 's,100.0,0.0,1,Temporal
the US federal government,100.0,0.0,1,Organisation
stripped,100.0,0.0,1,O
Senior,100.0,0.0,1,O
Senate,100.0,0.0,1,Organisation
parties,100.0,0.0,2,O
signalling,100.0,0.0,1,O
intention,100.0,0.0,2,O
US government,100.0,0.0,1,Organisation
President Volodymyr Zelensky,100.0,0.0,1,Person
plead,100.0,0.0,1,O
hard-right,100.0,0.0,1,O
House of Representatives,100.0,0.0,2,Organisation
months.,100.0,0.0,1,O
enjoying,100.0,0.0,1,O
wafer-thin,100.0,0.0,1,O
Senate.,100.0,0.0,1,Organisation
approve,100.0,0.0,2,O
signed,100.0,0.0,1,O
Florida congressman Matt Gaetz,100.0,0.0,1,Person
authorised,100.0,0.0,1,O
Georgia Representative Marjorie Taylor-Green,100.0,0.0,1,Person
51st,100.0,0.0,1,O
approach,100.0,0.0,8,O
provoked,100.0,0.0,1,O
reaction,100.0,0.0,1,O
Democratic Party,100.0,0.0,1,Organisation
moment,100.0,0.0,4,O
Senator Mark Warner,100.0,0.0,1,Person
45-day,100.0,0.0,1,O
secure,100.0,0.0,4,O
longer-term,100.0,0.0,1,O
unwanted,100.0,0.0,1,O
deadline,100.0,0.0,1,O
Ukraine 's foreign ministry,100.0,0.0,1,Organisation
concedes,100.0,0.0,1,O
ongoing,100.0,0.0,5,O
programmes,100.0,0.0,2,O
MP,100.0,0.0,1,O
Oleksi Goncharenko,100.0,0.0,1,Person
Kyiv.,100.0,0.0,1,Location
disturbing.,100.0,0.0,1,O
stop-gap,100.0,0.0,2,O
deal.,100.0,0.0,2,O
alarm,100.0,0.0,1,O
the BBC.,100.0,0.0,2,Organisation
turmoil,100.0,0.0,1,O
symptoms,100.0,0.0,1,O
growing,100.0,0.0,4,O
scepticism,100.0,0.0,1,O
pro-Moscow party,100.0,0.0,1,Organisation
concerning,100.0,0.0,3,O
senior,100.0,0.0,8,O
diplomat,100.0,0.0,1,O
accordingly,100.0,0.0,1,O
President Zelensky,100.0,0.0,1,Person
no-one,100.0,0.0,1,O
West.,100.0,0.0,1,O
overwhelmingly,100.0,0.0,1,O
prefer,100.0,0.0,1,O
Members,100.0,0.0,1,O
Ukraine 's emergency services,100.0,0.0,2,Organisation
"the village of Hroza , Kharkiv region , eastern Ukraine",100.0,0.0,1,Location
October 5,100.0,0.0,2,Temporal
Bolvinov,100.0,0.0,1,Person
convinced,100.0,0.0,1,O
basis,100.0,0.0,2,O
collect,100.0,0.0,1,O
justice,100.0,0.0,4,O
investigated,100.0,0.0,4,O
“violation,100.0,0.0,1,O
laws,100.0,0.0,2,O
customs,100.0,0.0,1,O
war.”,100.0,0.0,1,O
Oleh Syniehubov,100.0,0.0,1,Person
Kharkiv region’s military administration,100.0,0.0,1,Organisation
the city of Kharkiv,100.0,0.0,1,Location
the city’s mayor Ihor Terekhov,100.0,0.0,1,Person
“aimed,100.0,0.0,1,O
exclusively,100.0,0.0,2,O
infrastructure.”,100.0,0.0,1,O
Iskander ballistic missiles,100.0,0.0,1,Weapon
Terekhov,100.0,0.0,1,Person
three-story,100.0,0.0,1,O
apartment,100.0,0.0,1,O
rescued,100.0,0.0,1,O
16,100.0,0.0,3,O
11-month-old,100.0,0.0,1,O
baby,100.0,0.0,1,O
Syniehubov.,100.0,0.0,1,Person
Dozens,100.0,0.0,1,O
mourn,100.0,0.0,1,O
city of Dnipro,100.0,0.0,1,Location
RBC.,100.0,0.0,1,Organisation
a ballistic missile,100.0,0.0,1,Weapon
“Iskander,100.0,0.0,1,Weapon
big missile,100.0,0.0,1,Weapon
Bolvinov.,100.0,0.0,1,Person
room,100.0,0.0,2,O
time…,100.0,0.0,1,O
chaos.”,100.0,0.0,1,O
air defenses,100.0,0.0,1,MilitaryPlatform
“impossible,100.0,0.0,1,O
people”,100.0,0.0,1,O
bombardments,100.0,0.0,1,O
“There,100.0,0.0,1,O
documents,100.0,0.0,1,O
evil.,100.0,0.0,1,O
air defense.,100.0,0.0,1,MilitaryPlatform
armored vehicles.,100.0,0.0,1,MilitaryPlatform
servicemen,100.0,0.0,1,MilitaryPlatform
assaults,100.0,0.0,1,O
“Russian,100.0,0.0,1,O
fail.,100.0,0.0,1,O
unity.,100.0,0.0,1,O
life.”,100.0,0.0,1,O
meetings,100.0,0.0,1,O
Spanish Prime Minister Pedro Sánchez,100.0,0.0,1,Person
German Chancellor Olaf Scholz,100.0,0.0,1,Person
"Granada , Spain",100.0,0.0,1,Location
air defense,100.0,0.0,1,MilitaryPlatform
believes,100.0,0.0,1,O
receive,100.0,0.0,1,O
Hawk systems,100.0,0.0,1,MilitaryPlatform
Patriot system,100.0,0.0,1,MilitaryPlatform
“the,100.0,0.0,1,O
massacres.”,100.0,0.0,1,O
Rescuers,100.0,0.0,1,O
Hroza village,100.0,0.0,1,Location
Police and military experts,100.0,0.0,1,Organisation
The White House,100.0,0.0,1,Organisation
meanwhile,100.0,0.0,1,O
pointed,100.0,0.0,1,O
example,100.0,0.0,2,O
US aid,100.0,0.0,1,MilitaryPlatform
“Can,100.0,0.0,1,O
walking,100.0,0.0,1,O
kids,100.0,0.0,1,O
you’re,100.0,0.0,2,O
dinner,100.0,0.0,1,O
Where,100.0,0.0,1,O
White House press secretary Karine Jean-Pierre,100.0,0.0,1,Person
"Congress , the lawmaking branch of government",100.0,0.0,1,Organisation
NATO countries,100.0,0.0,1,Organisation
25,100.0,0.0,3,O
"Kupiansk , the city in Kharkiv",100.0,0.0,1,Location
CNN’s Maria Kostenko,100.0,0.0,1,Person
Sana Noor Haq,100.0,0.0,1,Person
Nikki Carvajal,100.0,0.0,1,Person
Brussels ( Belgium,100.0,0.0,1,Location
3 Oct 2023,100.0,0.0,1,Temporal
General Robert Brieger,100.0,0.0,1,Person
Chairman,100.0,0.0,2,O
"the EU Military Committee ( CEUMC ) ,",100.0,0.0,1,Organisation
Admiral Michel Hofman,100.0,0.0,1,Person
Brussels,100.0,0.0,5,Location
engage,100.0,0.0,4,O
Chiefs,100.0,0.0,2,O
Defence,100.0,0.0,15,O
27,100.0,0.0,2,O
States,100.0,0.0,3,O
mandate.,100.0,0.0,3,O
EUMC,100.0,0.0,1,Organisation
the Host Nation,100.0,0.0,1,Location
Relevant,100.0,0.0,1,O
topics,100.0,0.0,3,O
discussion,100.0,0.0,7,O
play,100.0,0.0,5,O
implementation,100.0,0.0,5,O
Strategic,100.0,0.0,5,O
Compass,100.0,0.0,8,O
agenda,100.0,0.0,2,O
Belgium´s EU Council,100.0,0.0,1,Organisation
Sahel,100.0,0.0,4,Location
particular.,100.0,0.0,1,O
Belgian military authorities,100.0,0.0,1,Organisation
tenets,100.0,0.0,1,O
strands,100.0,0.0,1,O
transformation,100.0,0.0,1,O
notable,100.0,0.0,1,O
aspect,100.0,0.0,2,O
procurement,100.0,0.0,2,O
“On,100.0,0.0,1,O
outstanding,100.0,0.0,1,O
Gen Brieger,100.0,0.0,4,Person
pressing,100.0,0.0,1,O
needing,100.0,0.0,2,O
inputs,100.0,0.0,1,O
involvement,100.0,0.0,2,O
steadily,100.0,0.0,1,O
domains,100.0,0.0,1,O
Space,100.0,0.0,1,O
Cyber,100.0,0.0,7,O
answers.,100.0,0.0,1,O
Same,100.0,0.0,1,O
requirement,100.0,0.0,1,O
EU military,100.0,0.0,2,Organisation
EU´s,100.0,0.0,1,O
Rapid,100.0,0.0,2,O
Deployment,100.0,0.0,2,O
Capacity,100.0,0.0,2,O
RDC,100.0,0.0,3,O
Concerning,100.0,0.0,1,O
latter,100.0,0.0,1,O
recalled,100.0,0.0,1,O
LIVEX,100.0,0.0,4,O
the EU,100.0,0.0,10,Organisation
EU RDC,100.0,0.0,1,Organisation
Operational,100.0,0.0,1,O
Capability,100.0,0.0,5,O
2025.,100.0,0.0,1,Temporal
regard,100.0,0.0,3,O
leveraging,100.0,0.0,2,O
EU Member States’,100.0,0.0,3,Organisation
CEUMC,100.0,0.0,2,Organisation
Force Generation,100.0,0.0,1,Organisation
project.,100.0,0.0,1,O
Suitable,100.0,0.0,1,O
chain,100.0,0.0,7,O
communication,100.0,0.0,7,O
represent,100.0,0.0,1,O
assets,100.0,0.0,5,O
complementarity,100.0,0.0,1,O
consider,100.0,0.0,1,O
well-recognised,100.0,0.0,1,O
“single,100.0,0.0,1,O
forces”,100.0,0.0,1,MilitaryPlatform
flexible,100.0,0.0,4,O
Adm Hofman,100.0,0.0,2,Person
proposal,100.0,0.0,2,O
High Representative Josep Borrell,100.0,0.0,1,Person
increase,100.0,0.0,7,O
overall,100.0,0.0,5,O
EUMAM Ukraine,100.0,0.0,1,Location
"40,000",100.0,0.0,1,O
period,100.0,0.0,1,O
relevant,100.0,0.0,4,O
worrisome,100.0,0.0,1,O
debated,100.0,0.0,1,O
highlighting,100.0,0.0,2,O
guidance,100.0,0.0,2,O
consequent,100.0,0.0,1,O
adapt,100.0,0.0,5,O
mandates,100.0,0.0,3,O
CSDP,100.0,0.0,15,O
ambitions.,100.0,0.0,1,O
General Brieger,100.0,0.0,1,Person
coherently,100.0,0.0,1,O
complementarity.”,100.0,0.0,1,O
occasion,100.0,0.0,1,O
15th Wing Air transport,100.0,0.0,1,MilitaryPlatform
asset,100.0,0.0,1,O
Belgian Defense,100.0,0.0,1,MilitaryPlatform
Airbus A400,100.0,0.0,1,MilitaryPlatform
potentially,100.0,0.0,2,O
available,100.0,0.0,6,O
truly,100.0,0.0,3,O
grateful,100.0,0.0,3,O
the Kingdom of Belgium,100.0,0.0,1,Organisation
hospitality,100.0,0.0,2,O
institutions,100.0,0.0,3,O
project,100.0,0.0,4,O
enabler,100.0,0.0,2,O
welling,100.0,0.0,1,O
The EU’s,100.0,0.0,1,Organisation
Management,100.0,0.0,1,O
MILEX,100.0,0.0,7,O
Planning,100.0,0.0,2,O
Conduct,100.0,0.0,2,O
MPCC,100.0,0.0,4,O
Operations,100.0,0.0,2,O
OHQ,100.0,0.0,1,O
Lt Col Felix Nieto,100.0,0.0,1,Person
Concepts and Capabilities Directorate EUMS,100.0,0.0,1,Organisation
briefs,100.0,0.0,1,O
attendees,100.0,0.0,3,O
outline,100.0,0.0,2,O
the Spanish Force Headquarters ( FHQ ),100.0,0.0,1,Organisation
"Rota , Spain",100.0,0.0,1,Location
"Ulm , Germany",100.0,0.0,1,Location
"Larissa , Greece",100.0,0.0,1,Location
exercising,100.0,0.0,1,O
validate,100.0,0.0,1,O
the EU’s,100.0,0.0,4,Organisation
concepts,100.0,0.0,3,O
finalise,100.0,0.0,1,O
from the 16 to 22 of October 2023,100.0,0.0,1,Temporal
"Rota , Spain.",100.0,0.0,1,Location
departure,100.0,0.0,1,O
series,100.0,0.0,4,O
milestone,100.0,0.0,1,O
EU’s Rapid Deployment Capacity ( RDC ),100.0,0.0,1,Organisation
deliverable,100.0,0.0,2,O
EU’s,100.0,0.0,2,Organisation
“live,100.0,0.0,1,O
progressive,100.0,0.0,1,O
EU Rapid Deployment Capacity,100.0,0.0,1,Organisation
generally,100.0,0.0,1,O
reinforce,100.0,0.0,4,O
posture,100.0,0.0,6,O
strengthen,100.0,0.0,12,O
partners”,100.0,0.0,1,O
Wednesday 27 September,100.0,0.0,1,Temporal
"the Deputy Director and Chief of Staff of the MPCC , Major General Werner Albl ,",100.0,0.0,1,Person
‘MILEX,100.0,0.0,1,O
Observer,100.0,0.0,2,O
Day’,100.0,0.0,1,O
non-EU Member States,100.0,0.0,1,Organisation
organisations,100.0,0.0,2,O
Major General Albl,100.0,0.0,1,Person
overview,100.0,0.0,1,O
detailed,100.0,0.0,1,O
insight,100.0,0.0,1,O
process.,100.0,0.0,1,O
Afterwards,100.0,0.0,1,O
visitors,100.0,0.0,1,O
Update,100.0,0.0,1,O
Brief,100.0,0.0,1,O
CUB,100.0,0.0,1,O
firsthand,100.0,0.0,1,O
morning’s,100.0,0.0,1,O
briefings,100.0,0.0,2,O
create,100.0,0.0,2,O
attendance,100.0,0.0,1,O
LIVEX.,100.0,0.0,1,O
Day,100.0,0.0,1,O
demonstrated,100.0,0.0,2,O
experience,100.0,0.0,9,O
execute,100.0,0.0,1,O
thereby,100.0,0.0,1,O
enhancing,100.0,0.0,2,O
EU’s military,100.0,0.0,1,Organisation
respond,100.0,0.0,2,O
external,100.0,0.0,6,O
The Military,100.0,0.0,1,Organisation
Member,100.0,0.0,1,O
"Monday , 25 May",100.0,0.0,1,Temporal
Spanish,100.0,0.0,3,O
Chief,100.0,0.0,2,O
"Admiral general Teodoro E. López Calderón. The Minister of Defence of Spain , H.E. María Margarita Robles Fernández",100.0,0.0,1,Person
underlining,100.0,0.0,1,O
steps,100.0,0.0,1,O
credible,100.0,0.0,2,O
Located,100.0,0.0,1,O
the Torrejón Air Base,100.0,0.0,1,Location
"the EU SATCEN ( European Union Satellite Center ) , the CESAEROB ( Aerospace Observation Systems Center - Spanish Air Force ) ,",100.0,0.0,1,Organisation
the INTA ( National Institute of Aerospace Technology ),100.0,0.0,1,Organisation
chosen,100.0,0.0,2,O
the EUMC,100.0,0.0,1,Organisation
sites,100.0,0.0,1,O
ideal,100.0,0.0,1,O
discussing,100.0,0.0,2,O
'The,100.0,0.0,1,O
opportunities,100.0,0.0,13,O
theme,100.0,0.0,4,O
meeting.,100.0,0.0,1,O
“space,100.0,0.0,1,O
economy,100.0,0.0,4,O
The EU,100.0,0.0,2,Organisation
recognized,100.0,0.0,1,O
sector,100.0,0.0,1,O
hostile,100.0,0.0,1,O
autonomy,100.0,0.0,1,O
context,100.0,0.0,6,O
intensifying,100.0,0.0,1,O
threats.,100.0,0.0,1,O
disputed,100.0,0.0,1,O
maritime.”,100.0,0.0,1,O
current,100.0,0.0,6,O
the Sahel,100.0,0.0,1,Location
unrest-stricken,100.0,0.0,1,O
zone,100.0,0.0,1,O
Europe. The Military Committee,100.0,0.0,1,Organisation
initiatives,100.0,0.0,1,O
departing,100.0,0.0,3,O
Madrid,100.0,0.0,1,Location
Gen. Brieger,100.0,0.0,1,Person
Semesters,100.0,0.0,1,O
stimulating,100.0,0.0,1,O
debates,100.0,0.0,1,O
crucial,100.0,0.0,4,O
goals,100.0,0.0,2,O
agreed,100.0,0.0,2,O
upon,100.0,0.0,2,O
timelines.,100.0,0.0,1,O
Today 's,100.0,0.0,1,Temporal
upcoming,100.0,0.0,1,O
EU Military Committee,100.0,0.0,1,Organisation
planned,100.0,0.0,1,O
October 17th to 19th,100.0,0.0,1,Temporal
Seville.,100.0,0.0,1,Location
predict,100.0,0.0,1,O
EU MS troops,100.0,0.0,1,Organisation
Let,100.0,0.0,4,O
remind,100.0,0.0,1,O
roadmap,100.0,0.0,1,O
foreseen,100.0,0.0,1,O
the end of 2025.,100.0,0.0,1,Temporal
enablement,100.0,0.0,1,O
cornerstone,100.0,0.0,1,O
heading,100.0,0.0,3,O
expressed,100.0,0.0,3,O
deepest,100.0,0.0,1,O
gratitude,100.0,0.0,2,O
behalf,100.0,0.0,2,O
Military Committee,100.0,0.0,1,Organisation
EU Civilian Operations Commander Stefano Tomat,100.0,0.0,1,Person
achievements,100.0,0.0,2,O
framework,100.0,0.0,5,O
Policy,100.0,0.0,1,O
20th,100.0,0.0,3,O
EU Police,100.0,0.0,1,Organisation
EUPM,100.0,0.0,2,O
Bosnia Herzegovina.,100.0,0.0,1,Location
2003 the EU,100.0,0.0,1,Organisation
continents,100.0,0.0,1,O
neighbours,100.0,0.0,2,O
afield,100.0,0.0,2,O
shore,100.0,0.0,1,O
situations.,100.0,0.0,1,O
broad,100.0,0.0,2,O
spectrum,100.0,0.0,1,O
specialised,100.0,0.0,1,O
comprehensive,100.0,0.0,4,O
institution,100.0,0.0,1,O
reform.,100.0,0.0,2,O
"15,000",100.0,0.0,1,O
fulfil,100.0,0.0,1,O
the European Union’s,100.0,0.0,1,Organisation
